hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
auto,auto/modeling_auto.py,_BaseModelWithGenerate,other,other,not_inference_required,,,,"Auto-class registry only — dynamic class-name lookup mapping strings to model classes. No nn.Module architectures, no compute primitives required."
autoformer,autoformer/modeling_autoformer.py,AutoformerDecoder;AutoformerEncoder;AutoformerForPrediction;AutoformerModel;AutoformerPreTrainedModel,other,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv1d→tasks/baseline/L1/conv1d.py:Conv1d;dropout→tasks/baseline/L1/dropout.py:Dropout,,autoformer/modeling_autoformer.py:369;autoformer/modeling_autoformer.py:350;autoformer/modeling_autoformer.py:991,Time-series encoder-decoder with auto-correlation attention (FFT-based) and series decomposition; nn.AvgPool1d at line 369. Auto-correlation uses torch.fft (composable from torch builtins). [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['avg_pool_1d']
aya_vision,aya_vision/modeling_aya_vision.py,AyaVisionForConditionalGeneration;AyaVisionModel;AyaVisionPreTrainedModel,multimodal,other,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm,,aya_vision/modeling_aya_vision.py:50;aya_vision/modeling_aya_vision.py:46,Cohere-Aya VLM (SigLIP vision tower + Cohere/Llama text decoder); modular_aya_vision.py exists. All primitives covered.
bamba,bamba/modeling_bamba.py,BambaForCausalLM;BambaModel;BambaPreTrainedModel,text,hybrid,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding;mamba_scan→tasks/baseline/L2/mamba_mixer.py:MambaMixer(vLLM_selective_scan);causal_conv1d→tasks/baseline/L2/mamba_mixer.py:MambaMixer(vLLM_causal_conv1d_fn);conv1d→tasks/baseline/L1/conv1d.py:Conv1d,,bamba/modeling_bamba.py:240;bamba/modeling_bamba.py:1022;bamba/modeling_bamba.py:269,Mamba2+attention hybrid. Mamba scan/causal_conv1d via vLLM imports (kb-nano L2 mamba_mixer.py). modular_bamba.py exists.
bark,bark/modeling_bark.py,BarkCausalModel;BarkFineModel;BarkModel;BarkPreTrainedModel,audio,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;gelu→tasks/baseline/L1/gelu.py:GELU,,bark/modeling_bark.py:90;bark/modeling_bark.py:450;bark/modeling_bark.py:369,Bark TTS — GPT-style decoder over discrete audio codec tokens. Standard decoder primitives.
bart,bart/modeling_bart.py,BartDecoder;BartDecoderWrapper;BartEncoder;BartForCausalLM;BartForConditionalGeneration;BartForQuestionAnswering;BartForSequenceClassification;BartModel;BartPreTrainedModel;BartPretrainedModel;PretrainedBartModel,text,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;gelu→tasks/baseline/L1/gelu.py:GELU;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,bart/modeling_bart.py:180;bart/modeling_bart.py:616;bart/modeling_bart.py:272,Standard seq2seq transformer (BART/Pegasus family). EncoderDecoderCache composable from two stacked KV caches per pilot decision.
barthez,,,unknown,,not_inference_required,,,,Folder contains only tokenization_barthez.py and tokenization_barthez_fast.py; no PyTorch architecture (re-uses BART/mBART). NO_PT_MODELING.
bartpho,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — tokenizer wrappers only (tokenization_bartpho.py); reuses BART/mBART architecture.
beit,beit/modeling_beit.py,BeitBackbone;BeitForImageClassification;BeitForMaskedImageModeling;BeitForSemanticSegmentation;BeitModel;BeitPreTrainedModel,vision,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;gelu→tasks/baseline/L1/gelu.py:GELU;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,beit/modeling_beit.py:973;beit/modeling_beit.py:1183;beit/modeling_beit.py:1335,"BeitModel + ForImageClassification + ForMaskedImageModeling are composable. ForSemanticSegmentation uses nn.AdaptiveAvgPool2d (973) and nn.ConvTranspose2d (1183-1189, 1335-1341) — [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['adaptive_avg_pool_2d', 'conv_transpose2d']"
bert,bert/modeling_bert.py,BertModel;BertForMaskedLM;BertLMHeadModel;BertForPreTraining;BertForSequenceClassification;BertForTokenClassification;BertForQuestionAnswering;BertForMultipleChoice;BertForNextSentencePrediction;BertPreTrainedModel,text,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;embedding→tasks/baseline/L1/embedding.py:Embedding;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;softmax→tasks/baseline/L1/softmax.py:Softmax;matmul→tasks/baseline/L1/linear.py:Matmul;dropout→tasks/baseline/L1/dropout.py:Dropout;tanh→tasks/baseline/L1/tanh.py:Tanh;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,bert/modeling_bert.py:240;bert/modeling_bert.py:309;bert/modeling_bert.py:650,EncoderDecoderCache for BertLMHeadModel decoder mode is composed from 2x DynamicCache (verified at modeling_bert.py:650). BERT has no L4 in kb-nano; closest is L3 bert_encoder.py.
bert_generation,bert_generation/modeling_bert_generation.py,BertGenerationDecoder;BertGenerationEncoder;BertGenerationPreTrainedModel,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,bert_generation/modeling_bert_generation.py:48;bert_generation/modeling_bert_generation.py:521;bert_generation/modeling_bert_generation.py:399,BERT used as causal LM (decoder-only mode). Same primitives as bert; covered.
bert_japanese,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — tokenizer-only (BERT-Japanese WordPiece variant); reuses BERT architecture.
bertweet,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — tokenizer-only (Twitter BERTweet); reuses RoBERTa architecture.
big_bird,big_bird/modeling_big_bird.py,BigBirdForCausalLM;BigBirdForMaskedLM;BigBirdForMultipleChoice;BigBirdForPreTraining;BigBirdForQuestionAnswering;BigBirdForSequenceClassification;BigBirdForTokenClassification;BigBirdModel;BigBirdPreTrainedModel,text,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;dropout→tasks/baseline/L1/dropout.py:Dropout;tanh→tasks/baseline/L1/tanh.py:Tanh;matmul→tasks/baseline/L1/linear.py:Matmul,,big_bird/modeling_big_bird.py:148;big_bird/modeling_big_bird.py:1348;big_bird/modeling_big_bird.py:75,BigBird sparse-attention encoder. Sparse-attention pattern is implemented via gather/index/masked_fill on top of standard SDPA — all compute ops are torch builtins or sdpa+linear+softmax. Construction is wiring-heavy but no missing kernel.
bigbird_pegasus,bigbird_pegasus/modeling_bigbird_pegasus.py,BigBirdPegasusDecoder;BigBirdPegasusDecoderWrapper;BigBirdPegasusEncoder;BigBirdPegasusForCausalLM;BigBirdPegasusForConditionalGeneration;BigBirdPegasusForQuestionAnswering;BigBirdPegasusForSequenceClassification;BigBirdPegasusModel;BigBirdPegasusPreTrainedModel,text,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;gelu→tasks/baseline/L1/gelu.py:GELU,,bigbird_pegasus/modeling_bigbird_pegasus.py:125;bigbird_pegasus/modeling_bigbird_pegasus.py:1791;bigbird_pegasus/modeling_bigbird_pegasus.py:1300,BigBird-Pegasus seq2seq. Encoder uses BigBird sparse attention (composable per big_bird row); decoder is standard. EncoderDecoderCache cover semantic.
biogpt,biogpt/modeling_biogpt.py,BioGptForCausalLM;BioGptForSequenceClassification;BioGptForTokenClassification;BioGptModel;BioGptPreTrainedModel,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;gelu→tasks/baseline/L1/gelu.py:GELU,,biogpt/modeling_biogpt.py:157;biogpt/modeling_biogpt.py:364;biogpt/modeling_biogpt.py:255,BioGPT decoder (GPT-2 architecture variant). Standard decoder primitives.
bit,bit/modeling_bit.py,BitBackbone;BitForImageClassification;BitModel;BitPreTrainedModel,vision,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;group_norm→tasks/baseline/L1/group_norm.py:GroupNorm;relu→tasks/baseline/L1/relu.py:ReLU;max_pool_2d→tasks/baseline/L1/max_pool2d.py:MaxPool2d,,bit/modeling_bit.py:666;bit/modeling_bit.py:719;bit/modeling_bit.py:124,BiT (Big Transfer) ResNet-style CNN with GroupNorm. Head uses nn.AdaptiveAvgPool2d (666) Backbone composable. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['adaptive_avg_pool_2d']
bitnet,bitnet/modeling_bitnet.py,BitNetForCausalLM;BitNetModel;BitNetPreTrainedModel,text,decoder-only,kb_nano_l4,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding;silu→tasks/baseline/L1/silu.py:SiLU;bitnet_l4→tasks/baseline/L4/bitnet.py,,bitnet/modeling_bitnet.py:70;bitnet/modeling_bitnet.py:386;bitnet/modeling_bitnet.py:195,BitNet 1.58-bit Llama variant. Quantization is at weight-load time (bitlinear); inference path uses standard linear+rmsnorm+rope. modular_bitnet.py exists. [auto-l4-detect] tasks/baseline/L4/bitnet.py exists in kb-nano tree → reclassified composable→kb_nano_l4
blenderbot,blenderbot/modeling_blenderbot.py,BlenderbotDecoder;BlenderbotDecoderWrapper;BlenderbotEncoder;BlenderbotForCausalLM;BlenderbotForConditionalGeneration;BlenderbotModel;BlenderbotPreTrainedModel,text,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;gelu→tasks/baseline/L1/gelu.py:GELU,,blenderbot/modeling_blenderbot.py:166;blenderbot/modeling_blenderbot.py:580;blenderbot/modeling_blenderbot.py:258,Blenderbot dialog seq2seq (BART-like). Standard primitives.
blenderbot_small,blenderbot_small/modeling_blenderbot_small.py,BlenderbotSmallDecoder;BlenderbotSmallDecoderWrapper;BlenderbotSmallEncoder;BlenderbotSmallForCausalLM;BlenderbotSmallForConditionalGeneration;BlenderbotSmallModel;BlenderbotSmallPreTrainedModel,text,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;gelu→tasks/baseline/L1/gelu.py:GELU,,blenderbot_small/modeling_blenderbot_small.py:153;blenderbot_small/modeling_blenderbot_small.py:546;blenderbot_small/modeling_blenderbot_small.py:421,Smaller variant of Blenderbot; same primitives.
blip,blip/modeling_blip.py,BlipForConditionalGeneration;BlipForImageTextRetrieval;BlipForQuestionAnswering;BlipModel;BlipPreTrainedModel;BlipVisionModel,multimodal,other,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,blip/modeling_blip.py:315;blip/modeling_blip.py:263;blip/modeling_blip.py:193,BLIP vision-language model (vision tower + projector). Text path is in modeling_blip_text.py. Standard ViT primitives only.
blip,blip/modeling_blip_text.py,BlipTextLMHeadModel;BlipTextModel;BlipTextPreTrainedModel,text,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;tanh→tasks/baseline/L1/tanh.py:Tanh,,blip/modeling_blip_text.py:109;blip/modeling_blip_text.py:350;blip/modeling_blip_text.py:50,BLIP text encoder+decoder (BERT-style with cross-attention). Standard encoder primitives + cross-attn KV cache.
blip_2,blip_2/modeling_blip_2.py,Blip2ForConditionalGeneration;Blip2ForImageTextRetrieval;Blip2Model;Blip2PreTrainedModel;Blip2QFormerModel;Blip2TextModelWithProjection;Blip2VisionModel;Blip2VisionModelWithProjection,multimodal,other,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,blip_2/modeling_blip_2.py:301;blip_2/modeling_blip_2.py:834;blip_2/modeling_blip_2.py:194,BLIP-2 ViT vision tower + Q-Former (transformer) + frozen text LLM. All primitives standard.
bloom,bloom/modeling_bloom.py,BloomForCausalLM;BloomForQuestionAnswering;BloomForSequenceClassification;BloomForTokenClassification;BloomModel;BloomPreTrainedModel,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;gelu→tasks/baseline/L1/gelu.py:GELU,,bloom/modeling_bloom.py:193;bloom/modeling_bloom.py:490;bloom/modeling_bloom.py:421,"Bloom GPT-style decoder with ALiBi positional bias (mask-construction, no kernel change). Standard decoder primitives."
blt,blt/modeling_blt.py,BltForCausalLM;BltGlobalTransformer;BltLocalDecoder;BltLocalEncoder;BltModel;BltPatcher;BltPreTrainedModel,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding;silu→tasks/baseline/L1/silu.py:SiLU,,blt/modeling_blt.py:59;blt/modeling_blt.py:920;blt/modeling_blt.py:333,BLT byte-level transformer (Llama-like decoder over byte tokens). Standard primitives.
bridgetower,bridgetower/modeling_bridgetower.py,BridgeTowerForContrastiveLearning;BridgeTowerForImageAndTextRetrieval;BridgeTowerForMaskedLM;BridgeTowerModel;BridgeTowerPreTrainedModel;BridgeTowerTextModel;BridgeTowerVisionModel,multimodal,other,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d,,bridgetower/modeling_bridgetower.py:110;bridgetower/modeling_bridgetower.py:347;bridgetower/modeling_bridgetower.py:1007,Bridge-Tower vision-language model. Cross-attention bridge layer uses nn.MultiheadAttention at line 110 — partial via torch fallback. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['multihead_attention']
bros,bros/modeling_bros.py,BrosEncoder;BrosForTokenClassification;BrosModel;BrosPreTrainedModel;BrosSpadeEEForTokenClassification;BrosSpadeELForTokenClassification,multimodal,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;dropout→tasks/baseline/L1/dropout.py:Dropout,,bros/modeling_bros.py:110;bros/modeling_bros.py:127;bros/modeling_bros.py:131,BROS document-understanding encoder (BERT + 2D positional bias). All ops covered.
byt5,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — tokenizer-only (byte-level T5); reuses T5 architecture.
