hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
parakeet,modeling_parakeet.py,ParakeetEncoder;ParakeetForCTC;ParakeetPreTrainedModel,audio,encoder-CTC,partial,"linear→tasks/baseline/L1/linear.py:Linear; conv1d→tasks/baseline/L1/conv1d.py:Conv1d; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; relu→tasks/baseline/L1/relu.py:ReLU; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention","batch_norm_1d(nn.BatchNorm1d used in conformer ConvolutionModule; no L1 kernel - same convention as adaptive_avg_pool: works via torch.nn fallback - new_canonical_name_needed)","modeling_parakeet.py:125;modeling_parakeet.py:155;modeling_parakeet.py:268",NVIDIA Parakeet conformer encoder + CTC. Uses nn.BatchNorm1d in conv module (no L1 equivalent). ctc_loss training-only; log_softmax is torch builtin.
patchtsmixer,modeling_patchtsmixer.py,PatchTSMixerEncoder;PatchTSMixerForPrediction;PatchTSMixerForPretraining;PatchTSMixerForRegression;PatchTSMixerForTimeSeriesClassification;PatchTSMixerModel;PatchTSMixerPreTrainedModel,timeseries,encoder,partial,"linear→tasks/baseline/L1/linear.py:Linear; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; gelu→tasks/baseline/L1/gelu.py:GELU; sigmoid→tasks/baseline/L1/sigmoid.py:Sigmoid; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention","batch_norm_1d(nn.BatchNorm1d used as one of the norm options; no L1 kernel - new_canonical_name_needed)","modeling_patchtsmixer.py:1;modeling_patchtsmixer.py:1;modeling_patchtsmixer.py:1",MLP-Mixer for time-series; uses BatchNorm1d depending on config. Falls back to torch.nn.
patchtst,modeling_patchtst.py,PatchTSTEncoder;PatchTSTForClassification;PatchTSTForPrediction;PatchTSTForPretraining;PatchTSTForRegression;PatchTSTModel;PatchTSTPreTrainedModel,timeseries,encoder,partial,"linear→tasks/baseline/L1/linear.py:Linear; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention","batch_norm_1d(nn.BatchNorm1d used as one of the norm options; no L1 kernel - new_canonical_name_needed)","modeling_patchtst.py:1;modeling_patchtst.py:1;modeling_patchtst.py:1",Patch-based transformer for time-series; uses optional BatchNorm1d.
pe_audio,modeling_pe_audio.py,PeAudioEncoder;PeAudioModel;PeAudioPreTrainedModel,audio,encoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv1d→tasks/baseline/L1/conv1d.py:Conv1d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; silu→tasks/baseline/L1/silu.py:SiLU; log_sigmoid→tasks/baseline/L1/log_sigmoid.py:LogSigmoid",,"modeling_pe_audio.py:47;modeling_pe_audio.py:198;modeling_pe_audio.py:344",Perception-Encoder audio. DAC-style ResNet conv frontend + ViT. Snake1d activation composes from torch sin/pow (not a missing primitive). GroupNorm subclass (PeAudioMaskedGroupNorm) extends nn.GroupNorm.
pe_audio_video,modeling_pe_audio_video.py,PeAudioVideoEncoder;PeAudioVideoModel;PeAudioVideoPreTrainedModel,multimodal,encoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv1d→tasks/baseline/L1/conv1d.py:Conv1d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; silu→tasks/baseline/L1/silu.py:SiLU; interpolate→tasks/baseline/L1/interpolate.py:Interpolate",,"modeling_pe_audio_video.py:44;modeling_pe_audio_video.py:301;modeling_pe_audio_video.py:451",PE audio-video joint encoder; same primitive set as pe_audio + interpolation for video.
pe_video,modeling_pe_video.py,PeVideoEncoder;PeVideoModel;PeVideoPreTrainedModel,vision,encoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv1d→tasks/baseline/L1/conv1d.py:Conv1d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; silu→tasks/baseline/L1/silu.py:SiLU",,"modeling_pe_video.py:269;modeling_pe_video.py:355;modeling_pe_video.py:431",PE video encoder; ViT + per-frame embeddings.
pegasus,modeling_pegasus.py,PegasusDecoder;PegasusDecoderWrapper;PegasusEncoder;PegasusForCausalLM;PegasusForConditionalGeneration;PegasusModel;PegasusPreTrainedModel,text,encoder-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache (semantic)","encoder_decoder_cache(composable from 2x kv_cache)","modeling_pegasus.py:1;modeling_pegasus.py:1;modeling_pegasus.py:1",BART-derivative summarization model; standard encoder-decoder ops.
pegasus_x,modeling_pegasus_x.py,PegasusXDecoder;PegasusXDecoderWrapper;PegasusXEncoder;PegasusXForConditionalGeneration;PegasusXModel;PegasusXPreTrainedModel,text,encoder-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache","encoder_decoder_cache(composable from 2x kv_cache); einsum is torch builtin","modeling_pegasus_x.py:273;modeling_pegasus_x.py:431;modeling_pegasus_x.py:480",Pegasus with global+local block-attention (einsum-based). einsum is torch builtin; no missing primitive.
perceiver,modeling_perceiver.py,PerceiverForImageClassificationConvProcessing;PerceiverForImageClassificationFourier;PerceiverForImageClassificationLearned;PerceiverForMaskedLM;PerceiverForMultimodalAutoencoding;PerceiverForOpticalFlow;PerceiverForSequenceClassification;PerceiverModel;PerceiverPreTrainedModel,multimodal,encoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; max_pool_2d→tasks/baseline/L1/max_pool2d.py:MaxPool2d; interpolate→tasks/baseline/L1/interpolate.py:Interpolate",,"modeling_perceiver.py:124;modeling_perceiver.py:135;modeling_perceiver.py:255",Perceiver IO; cross-attention to latents from any modality. zero_pad_2d composes from pad. All ops in L1.
perception_lm,modeling_perception_lm.py,PerceptionLMForConditionalGeneration;PerceptionLMModel;PerceptionLMPreTrainedModel,multimodal,vision-encoder+text-decoder,partial,"linear→tasks/baseline/L1/linear.py:Linear; gelu→tasks/baseline/L1/gelu.py:GELU; (delegates vision_tower and language_model via AutoModel)","adaptive_avg_pool_2d(F.adaptive_avg_pool2d in PerceptionLMAdaptiveAvgPooling within MultiModalProjector; no L1 kernel - same convention as data2vec_vision pilot)","modeling_perception_lm.py:37;modeling_perception_lm.py:50;modeling_perception_lm.py:56",Llava-style multimodal; uses F.adaptive_avg_pool2d in projector.
persimmon,modeling_persimmon.py,PersimmonForCausalLM;PersimmonForSequenceClassification;PersimmonForTokenClassification;PersimmonModel;PersimmonPreTrainedModel,text,decoder-only,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache",,"modeling_persimmon.py:1;modeling_persimmon.py:1;modeling_persimmon.py:1",Llama-style with LayerNorm + partial RoPE. All ops in L1.
phi,modeling_phi.py,PhiForCausalLM;PhiForSequenceClassification;PhiForTokenClassification;PhiModel;PhiPreTrainedModel,text,decoder-only,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache",,"modeling_phi.py:1;modeling_phi.py:1;modeling_phi.py:1",Phi-1/2 decoder. All ops in L1.
phi3,modeling_phi3.py,Phi3ForCausalLM;Phi3ForSequenceClassification;Phi3ForTokenClassification;Phi3Model;Phi3PreTrainedModel,text,decoder-only,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache",,"modeling_phi3.py:1;modeling_phi3.py:1;modeling_phi3.py:1",Phi-3 with RMSNorm + RoPE (LongRoPE/SuRoPE variants); all ops in L1.
