hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
ernie,ernie/modeling_ernie.py,ErnieForCausalLM;ErnieForMaskedLM;ErnieForMultipleChoice;ErnieForNextSentencePrediction;ErnieForPreTraining;ErnieForQuestionAnswering;ErnieForSequenceClassification;ErnieForTokenClassification;ErnieModel;ErniePreTrainedModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,ernie/modeling_ernie.py:1;ernie/modeling_ernie.py:200;ernie/modeling_ernie.py:600,BERT-derivative with task-type embeddings. ALL_ATTENTION_FUNCTIONS dispatcher; standard primitives.
ernie4_5,ernie4_5/modeling_ernie4_5.py,Ernie4_5ForCausalLM;Ernie4_5Model;Ernie4_5PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding,,ernie4_5/modeling_ernie4_5.py:1;ernie4_5/modeling_ernie4_5.py:200;ernie4_5/modeling_ernie4_5.py:300,Llama-style decoder; standard RMSNorm + RoPE + GQA + SwiGLU. modular_ernie4_5.py exists.
ernie4_5_moe,ernie4_5_moe/modeling_ernie4_5_moe.py,Ernie4_5_MoeForCausalLM;Ernie4_5_MoeModel;Ernie4_5_MoePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,ernie4_5_moe/modeling_ernie4_5_moe.py:1;ernie4_5_moe/modeling_ernie4_5_moe.py:200;ernie4_5_moe/modeling_ernie4_5_moe.py:400,MoE variant with topk routing + one_hot expert assignment (one_hot is L1 tasks/baseline/L1/tensor_ops.py:OneHot). modular_ernie4_5_moe.py exists.
ernie4_5_vl_moe,ernie4_5_vl_moe/modeling_ernie4_5_vl_moe.py,Ernie4_5_VLMoeForConditionalGeneration;Ernie4_5_VLMoeModel;Ernie4_5_VLMoePreTrainedModel;Ernie4_5_VLMoeTextModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;matmul->tasks/baseline/L1/linear.py:Matmul;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot;gelu->tasks/baseline/L1/gelu.py:GELU,,ernie4_5_vl_moe/modeling_ernie4_5_vl_moe.py:1;ernie4_5_vl_moe/modeling_ernie4_5_vl_moe.py:200;ernie4_5_vl_moe/modeling_ernie4_5_vl_moe.py:1100,Vision-language MoE; vision tower is ViT-style and text decoder is Llama-MoE. All primitives covered.
esm,esm/modeling_esm.py,EsmForMaskedLM;EsmForProteinFolding;EsmForSequenceClassification;EsmForTokenClassification;EsmModel;EsmPreTrainedModel,other,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;matmul->tasks/baseline/L1/linear.py:Matmul;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;tanh->tasks/baseline/L1/tanh.py:Tanh;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid,,esm/modeling_esm.py:1;esm/modeling_esm.py:200;esm/modeling_esm.py:500,Roberta-style protein encoder with rotary embeddings; standard primitives.
esm,esm/modeling_esmfold.py,EsmFoldPreTrainedModel;EsmForProteinFolding,structure,other,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;matmul->tasks/baseline/L1/linear.py:Matmul;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;relu->tasks/baseline/L1/relu.py:ReLU;tanh->tasks/baseline/L1/tanh.py:Tanh,,esm/modeling_esmfold.py:879;esm/modeling_esmfold.py:1369;esm/modeling_esmfold.py:287,"ESMFold structure module: triangle attention, IPA, structure module. All ops are linear/layer_norm/matmul/einsum-based — composable. einsum is a torch builtin (passthrough)."
eurobert,eurobert/modeling_eurobert.py,EuroBertForMaskedLM;EuroBertForSequenceClassification;EuroBertForTokenClassification;EuroBertModel;EuroBertPreTrainedModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;matmul->tasks/baseline/L1/linear.py:Matmul;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;gelu->tasks/baseline/L1/gelu.py:GELU,,eurobert/modeling_eurobert.py:1;eurobert/modeling_eurobert.py:100;eurobert/modeling_eurobert.py:300,BERT-style encoder with Llama-style RMSNorm + RoPE; modular_eurobert.py exists. Standard primitives.
evolla,evolla/modeling_evolla.py,EvollaForProteinText2Text;EvollaModel;EvollaPreTrainedModel;EvollaSaProtPreTrainedModel;EvollaSaProtProteinEncoder,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;gelu->tasks/baseline/L1/gelu.py:GELU;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh,,evolla/modeling_evolla.py:1;evolla/modeling_evolla.py:200;evolla/modeling_evolla.py:500,Hybrid protein encoder (ESM-like) + LLaMA-style text decoder with cross-attention; standard primitives.
exaone4,exaone4/modeling_exaone4.py,Exaone4ForCausalLM;Exaone4ForQuestionAnswering;Exaone4ForSequenceClassification;Exaone4ForTokenClassification;Exaone4Model;Exaone4PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,exaone4/modeling_exaone4.py:1;exaone4/modeling_exaone4.py:100;exaone4/modeling_exaone4.py:300,LG Exaone 4 — Llama-style decoder; modular_exaone4.py exists.
exaone4_5,exaone4_5/modeling_exaone4_5.py,Exaone4_5ForCausalLM;Exaone4_5Model;Exaone4_5PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;matmul->tasks/baseline/L1/linear.py:Matmul;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;gelu->tasks/baseline/L1/gelu.py:GELU;conv3d->tasks/baseline/L1/conv3d.py:Conv3d,,exaone4_5/modeling_exaone4_5.py:1;exaone4_5/modeling_exaone4_5.py:100;exaone4_5/modeling_exaone4_5.py:300,Exaone 4.5 — Llama-style decoder; standard primitives. modular_exaone4_5.py exists.
exaone_moe,exaone_moe/modeling_exaone_moe.py,ExaoneMoeForCausalLM;ExaoneMoeModel;ExaoneMoePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,exaone_moe/modeling_exaone_moe.py:1;exaone_moe/modeling_exaone_moe.py:100;exaone_moe/modeling_exaone_moe.py:400,Exaone MoE — Llama-style decoder with topk MoE; modular_exaone_moe.py exists.
falcon,falcon/modeling_falcon.py,FalconForCausalLM;FalconForQuestionAnswering;FalconForSequenceClassification;FalconForTokenClassification;FalconModel;FalconPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;softmax->tasks/baseline/L1/softmax.py:Softmax,,falcon/modeling_falcon.py:1;falcon/modeling_falcon.py:200;falcon/modeling_falcon.py:600,Falcon decoder-only with rotary attention; ALN-style alibi optional. ALL_ATTENTION_FUNCTIONS dispatcher.
falcon_h1,falcon_h1/modeling_falcon_h1.py,FalconH1ForCausalLM;FalconH1Model;FalconH1PreTrainedModel,text,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;causal_conv1d->tasks/baseline/L2/mamba_mixer.py:MambaMixer (vLLM kernel);mamba_scan->tasks/baseline/L2/mamba2_mixer.py:Mamba2Mixer (vLLM mamba_chunk_scan_combined_varlen);silu->tasks/baseline/L1/silu.py:SiLU,,falcon_h1/modeling_falcon_h1.py:437;falcon_h1/modeling_falcon_h1.py:447;falcon_h1/modeling_falcon_h1.py:1,Hybrid Mamba-2 + attention model; uses vLLM mamba_chunk_scan_combined and causal_conv1d (covered by kb-nano L2 mamba2_mixer.py via vLLM imports). Standard attention primitives otherwise.
falcon_mamba,falcon_mamba/modeling_falcon_mamba.py,FalconMambaForCausalLM;FalconMambaModel;FalconMambaPreTrainedModel,text,SSM,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;causal_conv1d->tasks/baseline/L2/mamba_mixer.py:MambaMixer (vLLM kernel);selective_scan->tasks/baseline/L2/mamba_mixer.py:MambaMixer (vLLM kernel);rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;silu->tasks/baseline/L1/silu.py:SiLU,,falcon_mamba/modeling_falcon_mamba.py:128;falcon_mamba/modeling_falcon_mamba.py:133;falcon_mamba/modeling_falcon_mamba.py:1,Falcon Mamba — Mamba-1 architecture; uses vLLM selective_scan_fn and causal_conv1d (covered by kb-nano L2 mamba_mixer.py).
fast_vlm,fast_vlm/modeling_fast_vlm.py,FastVlmForConditionalGeneration;FastVlmModel;FastVlmPreTrainedModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear,,fast_vlm/modeling_fast_vlm.py:39;fast_vlm/modeling_fast_vlm.py:60;fast_vlm/modeling_fast_vlm.py:1,FastVLM — thin wrapper. Vision tower + text decoder are AutoModel instances; only adds a 2-layer MLP projector. modular_fast_vlm.py exists.
fastspeech2_conformer,fastspeech2_conformer/modeling_fastspeech2_conformer.py,FastSpeech2ConformerHifiGan;FastSpeech2ConformerModel;FastSpeech2ConformerPreTrainedModel;FastSpeech2ConformerWithHifiGan,audio,other,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;matmul->tasks/baseline/L1/linear.py:Matmul;relu->tasks/baseline/L1/relu.py:ReLU;tanh->tasks/baseline/L1/tanh.py:Tanh;softmax->tasks/baseline/L1/softmax.py:Softmax;pad->tasks/baseline/L1/tensor_ops.py:Pad,conv_transpose1d (HiFi-GAN vocoder upsampler; no L1 kernel);batch_norm_1d (conformer batch-norm conv layers; no L1 kernel for 1D),fastspeech2_conformer/modeling_fastspeech2_conformer.py:1395;fastspeech2_conformer/modeling_fastspeech2_conformer.py:219;fastspeech2_conformer/modeling_fastspeech2_conformer.py:504,"Conformer TTS + HiFi-GAN vocoder. nn.ConvTranspose1d (line 1395 in HiFi-GAN) and nn.BatchNorm1d (lines 219, 504) — both partial via torch.nn fallback per kb-nano convention. F.leaky_relu (lines 1362-1364) is a torch builtin (passthrough)."
flaubert,flaubert/modeling_flaubert.py,FlaubertForMultipleChoice;FlaubertForQuestionAnswering;FlaubertForQuestionAnsweringSimple;FlaubertForSequenceClassification;FlaubertForTokenClassification;FlaubertModel;FlaubertPreTrainedModel;FlaubertWithLMHeadModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;matmul->tasks/baseline/L1/linear.py:Matmul;softmax->tasks/baseline/L1/softmax.py:Softmax;tanh->tasks/baseline/L1/tanh.py:Tanh;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,flaubert/modeling_flaubert.py:1;flaubert/modeling_flaubert.py:200;flaubert/modeling_flaubert.py:500,XLM-style French encoder/decoder. einsum is a torch builtin. EncoderDecoderCache composable from 2x KV cache per pilot.
flava,flava/modeling_flava.py,FlavaForPreTraining;FlavaImageCodebook;FlavaImageModel;FlavaModel;FlavaMultimodalModel;FlavaPreTrainedModel;FlavaTextModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;matmul->tasks/baseline/L1/linear.py:Matmul;relu->tasks/baseline/L1/relu.py:ReLU;tanh->tasks/baseline/L1/tanh.py:Tanh;softmax->tasks/baseline/L1/softmax.py:Softmax;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;max_pool_2d->tasks/baseline/L1/max_pool2d.py:MaxPool2d,,flava/modeling_flava.py:1;flava/modeling_flava.py:200;flava/modeling_flava.py:600,FLAVA multimodal model with image codebook (DALLE-style). Standard ViT + BERT primitives + Conv2d codebook.
flex_olmo,flex_olmo/modeling_flex_olmo.py,FlexOlmoForCausalLM;FlexOlmoModel;FlexOlmoPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,flex_olmo/modeling_flex_olmo.py:38;flex_olmo/modeling_flex_olmo.py:271;flex_olmo/modeling_flex_olmo.py:415,FlexOLMo — Llama-MoE-style. _supports_flash_attn/_supports_sdpa/_supports_flex_attn all True (line 415-417); kb-nano sdpa+flash backends suffice. modular_flex_olmo.py exists.
florence2,florence2/modeling_florence2.py,Florence2ForConditionalGeneration;Florence2LanguageForConditionalGeneration;Florence2LanguageModel;Florence2Model;Florence2PreTrainedModel;Florence2VisionModel;Florence2VisionPreTrainedModel,multimodal,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;matmul->tasks/baseline/L1/linear.py:Matmul;softmax->tasks/baseline/L1/softmax.py:Softmax;pad->tasks/baseline/L1/tensor_ops.py:Pad,,florence2/modeling_florence2.py:1;florence2/modeling_florence2.py:200;florence2/modeling_florence2.py:600,Florence-2 multimodal seq2seq (DaViT-style vision tower + BART-like decoder). Standard primitives.
fnet,fnet/modeling_fnet.py,FNetForMaskedLM;FNetForMultipleChoice;FNetForNextSentencePrediction;FNetForPreTraining;FNetForQuestionAnswering;FNetForSequenceClassification;FNetForTokenClassification;FNetModel;FNetPreTrainedModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;tanh->tasks/baseline/L1/tanh.py:Tanh,,fnet/modeling_fnet.py:1;fnet/modeling_fnet.py:200;fnet/modeling_fnet.py:300,FNet — Fourier-mixing transformer (no attention). Fourier mixing uses torch.fft (passthrough) and einsum (passthrough). All ops covered.
